Mc,totalmass,chi1z,chi2z,ecc,eta,DL,iota,ra,dec,psi,z
2.725387658397451673e+01,8.611387263777567114e+01,8.024529229566526034e-01,9.684121293792413709e-01,1.050121665082347361e-01,1.469801233744882363e-01,1.159647973819312610e+05,2.151886885859844778e+00,2.289441887757206029e+00,9.011662134856130990e-01,4.495860870551235067e+00,1.082568674249968943e+01
2.245218936139962551e+01,5.495063290778661269e+01,7.613508679547440483e-01,-9.304314725854702095e-01,4.815381517899049169e-02,2.249796978525540891e-01,6.764429169910172641e+04,2.923621146380720237e+00,7.581436624498160137e-01,1.234268457724178480e+00,5.520068734285764611e-01,6.754239418560555208e+00
9.725060030622718443e+01,2.234608971048488115e+02,-1.785337649049622000e-01,-7.438353984661484342e-01,1.335878958983235769e-02,2.499297308125936479e-01,4.858315847911968376e+03,2.611845972918014347e+00,5.806383283606832535e+00,1.339959365972180017e+00,2.454418497565219237e+00,7.613324956916800446e-01
8.156363953541026035e+01,2.902537012458752770e+02,2.852810699404917383e-01,-4.811348159180400264e-01,1.802212097596767384e-02,1.205585595401755666e-01,5.526123122915258136e+04,9.541228203921962026e-01,5.220386703660193639e-01,5.464653179002635364e-01,1.937650346320096473e+00,5.673571278583880328e+00
2.754232523114685449e+01,2.009412875844485598e+02,6.003381360572379588e-01,-7.630874106329145201e-01,7.144182327211545669e-02,3.643781857999082996e-02,7.402141038527536148e+04,1.742669678357906760e+00,2.912698617763679554e+00,1.688490642334531167e+00,4.376220680582867395e+00,7.303232033808191304e+00
9.574551686108216586e+01,3.995957912244049339e+02,4.631771377825031344e-01,-6.786289001094683027e-01,2.554465474144441625e-02,9.243346588899976901e-02,1.434059582242702018e+05,1.767609680320069154e+00,3.701263580501025885e+00,2.026302370470804526e+00,2.252438142817565048e+00,1.307284178599378777e+01
1.546369124017991936e+01,5.557295289737442090e+01,4.867224027592786939e-01,-8.670244715830275339e-01,3.122461968107247132e-02,1.185994913215632218e-01,1.154793759113231208e+05,9.170606232553579762e-01,5.307795418286592515e+00,1.786359194343909440e+00,2.606271963966328542e+00,1.078560022350772840e+01
5.387960278522015045e+01,2.583566672076775603e+02,2.374155865563549739e-01,4.992601373325058489e-01,1.512768568362147376e-02,7.334004740519724230e-02,2.174130699756249378e+05,1.993360582435324657e+00,5.978422958924773489e+00,3.016807447285919874e+00,2.676603873524966648e+00,1.899909530364487154e+01
1.810904632978171236e+01,4.829956805772931716e+01,5.622998803822198965e-01,-4.812605855229486473e-01,4.848116199161223161e-02,1.949487949066500692e-01,2.312171260540252479e+04,1.056500573000985099e+00,3.245361926533681274e+00,1.193534047880938864e+00,5.942316776062270378e+00,2.719786671070925088e+00
5.873294107810119868e+01,3.212131015926205464e+02,-4.180377476653812652e-01,-2.452382895030426058e-01,8.122630539159017560e-02,5.890436744672054858e-02,2.055151363120594760e+05,1.637953154409053980e+00,2.271338173478104405e+00,2.994372450156860044e+00,4.012061159470130534e+00,1.805642117901393817e+01
5.677972392848383976e+01,1.648999333764616040e+02,-2.684253256121749143e-01,5.277605188703426986e-01,8.010802408042534684e-02,1.691562286739979049e-01,1.416743943665312836e+05,1.167043596232882674e+00,5.622509682591485536e+00,1.579455045432967220e+00,1.292022313074314921e+00,1.293204132672705953e+01
1.282429935186098078e+02,3.222068085997437379e+02,8.900395341646045733e-01,-6.735019136106893400e-01,5.743154274888054300e-02,2.153599240949665983e-01,1.928887886026529595e+05,9.778473270923595528e-01,5.011268122483968135e+00,1.446747831842859267e+00,2.771805300128578065e+00,1.705235286008847950e+01
2.005508166383692625e+01,5.515925171926600257e+01,8.230790915790138218e-01,6.446159591823110713e-01,1.321159814276803290e-01,1.852152666890100885e-01,6.095200445037832833e+04,7.466123943488608417e-01,4.975795949789729278e+00,7.868006047600056840e-01,9.879900117149210681e-01,6.172844407515338361e+00
4.944788681604120484e+01,1.173739053174724916e+02,2.268402793358779146e-01,-3.616553251760376009e-01,6.076185711852685051e-02,2.367519888813877926e-01,7.800618375556885439e+04,2.093292152329460087e+00,4.500301000307673216e-01,1.180475254929697515e+00,6.056958443423306804e+00,7.644061216724939989e+00
5.598648963507142184e+01,1.824496323059424583e+02,-9.690168504809903993e-01,-5.580191885890432024e-01,2.389691595476602093e-02,1.396048187814308839e-01,6.809766948577268340e+04,9.982031434006862769e-01,3.205407158100540332e+00,8.139970836808440025e-01,5.653890659788703310e+00,6.793423384561105394e+00
6.834480206045795114e+01,2.249234488469979283e+02,3.461887285531244363e-01,-8.434126948008793256e-01,1.431928743140939257e-02,1.373360629592963733e-01,1.883599546934791724e+05,2.483903548699043728e+00,1.541846820264844098e+00,2.301109231891844686e+00,5.208821755479259075e+00,1.669122075890665968e+01
1.168714650933090127e+01,3.030085850974157324e+01,-2.099104461151783951e-01,-7.601131840833503794e-01,3.115285086750890775e-02,2.043725630456913467e-01,1.771290648455830524e+05,2.164844673105462913e+00,5.822986811843080091e+00,2.209752816149611832e+00,4.635152236323685671e+00,1.579323209411998619e+01
1.536850536185397686e+01,4.217208632206788366e+01,1.026393278257167196e-01,2.333414304405434514e-01,1.062661669446703649e-01,1.859277627975885194e-01,4.315037733356871468e+04,2.893723200402626095e+00,1.033176504418726882e+00,2.949046286411841411e+00,5.333340132673065170e+00,4.592574719441864239e+00
7.797379436046117007e+01,2.344967090198219353e+02,-7.208969545542739388e-01,-8.876233648053566405e-01,1.644288087456010905e-01,1.595952129027914113e-01,5.727967736359619448e+04,1.229834417731213936e+00,6.029082996569963271e+00,4.490631940677707323e-01,4.795428892963633949e+00,5.851214534087814556e+00
2.366032146081962395e+01,1.578731598197024937e+02,-7.456487552126450646e-01,-7.717444923568466120e-01,1.305273946123756100e-02,4.228508738309746245e-02,1.146825067023887677e+05,8.730768351114687187e-01,3.132279723495769552e+00,1.797981824355261660e+00,1.194987752973387440e+00,1.071976581989239996e+01
4.060979099904946565e+01,1.565006321439282146e+02,6.594514790452101760e-01,-8.961248202294943566e-01,6.322504728600078505e-02,1.055660885814763972e-01,3.485782966664935520e+04,2.361704662033796698e+00,2.277456659168019260e-01,1.123313337175803506e+00,2.346336642335085099e+00,3.833528813386100076e+00
1.415577310236681683e+02,3.508928451848365739e+02,-6.791450933598850437e-01,-2.996083674173350975e-01,2.053915836554803462e-02,2.202580550542898030e-01,1.129783821995633116e+04,5.125161929924143545e-01,2.577705143890058004e+00,1.633740714138862682e+00,2.857578539224534087e+00,1.511414042304026761e+00
1.812367820637985361e+01,4.206858642290328021e+01,1.438088747231458520e-01,-6.726508154987898003e-01,2.716636268127581993e-02,2.457427451855421219e-01,2.003850257216608152e+05,1.195135498151166598e+00,3.499933116143524536e+00,1.006096583861841198e+00,2.583417489873802264e+00,1.764894241313627177e+01
2.829538565989836343e+02,6.521937175012506032e+02,-8.060969323761905114e-01,-5.686679943084689270e-01,6.502111224587919791e-02,2.486365729415607739e-01,2.199794394872150224e+04,1.925955400782997540e+00,9.944831424742969217e-01,2.605977533638275112e+00,9.389336510480916775e-01,2.609755449164414820e+00
1.676910860915347712e+01,4.003098524217714527e+01,-8.365574805968992722e-01,-7.782654365386577622e-01,1.347192645001183409e-01,2.345251905169538353e-01,2.163174608464352423e+04,1.556358071244924313e+00,3.009546149787513780e+00,7.385140514351257179e-01,5.008829015171285981e+00,2.573736767771803713e+00
4.177563754820500463e+01,1.366767921781847690e+02,3.274114726870909209e-01,2.269468604199662565e-01,1.351902924900751368e-01,1.386906494951046787e-01,1.857905265599783452e+05,1.712717774034696161e+00,1.728253447900757633e+00,2.330917928333809286e+00,1.983318723554932328e+00,1.648608821964758775e+01
1.171240319023167764e+01,2.815718518437078188e+01,9.510246384691580790e-01,-6.447079601534628779e-01,1.122598486463844136e-01,2.317899642490512668e-01,4.657886270697529835e+04,7.798701262580557403e-01,6.282821116519921922e+00,9.910650924404341700e-01,5.201214025730129364e+00,4.901504821890583230e+00
1.354888296628826936e+02,3.379327390652675831e+02,4.618453560660953361e-01,-4.561650787580229238e-02,7.798046319451541752e-02,2.179994367951441914e-01,1.466406846193157544e+05,1.667434992316109810e+00,2.965052640331109490e+00,2.193356374890798932e+00,5.709166956677103499e+00,1.333554870770070444e+01
1.612777570214415235e+01,4.035190962771658008e+01,4.870783655155142000e-03,-4.121726123913813655e-01,4.899619225480882773e-02,2.168622557954499042e-01,4.308363321671478479e+04,1.408837923503893919e+00,2.237266307047489633e+00,1.852903321478207799e+00,1.531106575744623166e+00,4.586534865422972729e+00
3.563223357907981637e+01,3.494132276937168058e+02,4.288367056271480404e-01,-3.933981190145404705e-01,6.806113570462750395e-02,2.225902690304060183e-02,5.872444144157080700e+03,1.637357655490410346e+00,4.925774904810167776e+00,2.813678631323587975e+00,3.744359681204830204e-01,8.885895989524650318e-01
1.272057792702632462e+01,3.351010223047612158e+01,-4.707304452893801283e-02,-7.053163850052306394e-01,1.690753690535885465e-02,1.990146971766710571e-01,1.653870715460838983e+05,1.073518042164439468e+00,2.265667701224169939e+00,2.377403936209026902e+00,6.866022884281741678e-01,1.485038438072834133e+01
1.858308256090165855e+01,1.272366350056175008e+02,-8.025568316189006790e-01,6.780866932385865020e-02,8.260481266806904421e-02,4.050506210980672067e-02,1.979828415426516731e+05,1.140173596002030276e+00,4.797400045119966094e+00,1.704621195835871461e+00,5.889474899651831602e-02,1.745791845844727774e+01
2.109642454733941577e+02,5.244396985294176829e+02,9.725675849293387021e-01,-4.283801114710108493e-01,5.585263470039699557e-02,2.192075438763933237e-01,6.434003443282364969e+03,9.083066675854357674e-01,2.085748612736872953e+00,1.403667664436177021e-01,5.089967086273711416e+00,9.570665443171066933e-01
2.082281379455486814e+01,1.416784820894172583e+02,-7.937161775897906280e-01,-1.685509247298210278e-01,1.055578292390523532e-01,4.093164514707714474e-02,1.537495956044027407e+05,1.190523130876747882e+00,4.014454982700319974e+00,6.265897440779675254e-01,4.738801445475902874e+00,1.391148103228908894e+01
2.911465684793670050e+01,8.761894002036717666e+01,-1.996136148825584655e-01,2.394523080712358531e-01,1.569116296204411676e-01,1.594126573547862968e-01,2.642203429509778744e+03,4.601364006645058957e-01,9.903857882434715654e-01,1.080939158387386190e+00,2.354888360868419461e+00,4.598591223785075677e-01
1.330841659650157816e+01,3.163012447974336538e+01,6.215956227370891263e-01,9.227446184482048785e-01,6.354347813203031770e-02,2.362521721873382108e-01,1.740018669843347743e+05,1.327901650786790011e+00,2.857069162818677288e+00,2.706184150052686199e+00,5.883626974124225306e+00,1.554254206284363882e+01
2.511041693774593142e+01,9.976118189541934100e+01,4.854109358784741701e-01,-4.380045752376706680e-01,2.270260773761510059e-02,1.003430344525714085e-01,1.637683280604679894e+05,2.052171392623892476e+00,4.397470021590891065e+00,1.614324488645501043e+00,1.818211484519326016e+00,1.472006099722442585e+01
4.162296017819875971e+01,1.820145622578275209e+02,2.884510101211639199e-01,8.642931376409552779e-01,2.634194477533866041e-02,8.551547517803816112e-02,2.168095872057420202e+05,1.463762597812281463e+00,3.411730583589417387e-01,2.475934014331894861e+00,1.741364481335642811e+00,1.895135787030258712e+01
1.384795452330680803e+02,3.460985455264208781e+02,-9.482546055919960359e-02,3.278103777086600612e-01,1.445536024674290952e-02,2.172583235893151277e-01,8.465971705009092693e+04,1.911816064454959996e+00,4.499184318299371377e+00,1.016033339903573030e+00,3.137929271811716325e-01,8.209753753248223873e+00
9.085868558132639805e+01,3.930436792224145393e+02,-9.315315423190593247e-01,2.500571097627943828e-01,1.040505355090866335e-01,8.707150585114464825e-02,1.338371575517464080e+05,2.481153979893996109e+00,4.357020081045882343e+00,5.661052487246041043e-01,3.342238793301449462e+00,1.229319365825938881e+01
4.337615328378755919e+01,3.929836844803101030e+02,-8.786537269756642399e-01,-8.411052774136745791e-01,1.736807931435439545e-01,2.539768844581939342e-02,1.170564959218586155e+05,7.701854143935831232e-01,6.147304196192707515e+00,5.678183883885485894e-01,7.035987623879841335e-01,1.091579298528248998e+01
2.706012950585620302e+01,1.551162791179636997e+02,9.760764646266184563e-02,4.374948085894496685e-01,1.657893193664635445e-01,5.446541541983879881e-02,1.266280093925383699e+05,2.663042800753824935e+00,3.617957674725667427e+00,1.876530671378180415e+00,4.845040336314856866e+00,1.170313171316570156e+01
3.703545075821213572e+01,8.719451984457057847e+01,6.772863906523938216e-01,3.143312112975542583e-01,1.917174331917323171e-01,2.400015651233051994e-01,1.743435333156659617e+05,1.888944066899073571e+00,6.120872632727911267e+00,1.626345267806570183e+00,9.629773364086943177e-01,1.556994583230776108e+01
1.872654012722806982e+01,4.320178753194126386e+01,4.086362041409854484e-01,4.393372639952051184e-01,9.729229904304166621e-02,2.482712217274886668e-01,7.370662988184705000e+02,1.238834930776664178e+00,8.302686600461768318e-01,2.065309972865247534e+00,3.144335235122285521e+00,1.500273216337855153e-01
5.220903211266570310e+01,1.538008432719260838e+02,-1.033011320083980777e-01,-4.352512434783698536e-01,1.455828284678819563e-02,1.651878911922003423e-01,7.024323707966663642e+04,2.505062722853003798e+00,2.725726608280592433e+00,1.922383809143717981e+00,7.934405071430151724e-01,6.978530555946775848e+00
1.815631776758619651e+02,4.183115569199649144e+02,-5.071148503169351507e-01,3.075431402515116375e-01,1.810121568504655110e-02,2.488168874601290603e-01,1.873773164919537667e+05,6.823685550295267577e-01,3.830883914837664772e+00,1.007845305271873881e+00,4.162147002103613325e+00,1.661279220126994360e+01
6.668536654713142298e+01,1.570609431961269706e+02,-4.313665164339597347e-02,7.673972956277204105e-01,2.729702865252826155e-02,2.398486265120050587e-01,9.294072086846852471e+03,4.445508673112788522e-01,1.234041379409091865e+00,1.119752399987714364e+00,4.005054342951163804e+00,1.289810374906472656e+00
5.607123243862737638e+01,2.389506240391831113e+02,-8.491990770852186898e-01,-3.916638956450263498e-01,1.037161138722076173e-02,8.927295040975724572e-02,1.375483417833411841e+04,1.624524237861151743e+00,4.288894354461569414e+00,2.060134727035526581e+00,2.925840365279390731e+00,1.774200836911290491e+00
8.963107262482621707e+01,2.267502212614660380e+02,4.504911587391036143e-01,-2.437852349177340727e-01,3.426866147772303361e-02,2.129044752086058923e-01,3.816507546565813391e+04,1.776296193815869451e+00,1.650273779637280613e+00,1.488776763752872156e+00,5.151872106917751104e+00,4.138465219369482639e+00
6.463234091002269111e+01,2.833684913640938703e+02,-4.571794278256245958e-01,-8.472620890272761773e-01,8.150871567500421466e-02,8.514592732098785755e-02,1.592664349604897689e+04,1.705214960706857186e+00,1.119380740524624551e+00,1.936719191089449676e+00,4.210226817655279064e+00,2.000213752343198426e+00
5.239173389446528972e+01,1.206899336881255067e+02,5.060259644571627469e-01,-5.709261415013716645e-01,4.239146793080714876e-02,2.488778262182321233e-01,2.237908104126746475e+05,5.503808557210602137e-01,4.363353389326507958e+00,2.780325236894464869e+00,6.119149046803411984e+00,1.950311558891467101e+01
1.169385730360343985e+02,2.691648605063404034e+02,1.921460968263111191e-01,7.640207384523147738e-01,1.676074327673317613e-02,2.492101423018402151e-01,1.797767389924188028e+05,8.447439091405050116e-01,1.733221601571591775e+00,1.568249946380869009e+00,5.501010705292884495e+00,1.600525535100204166e+01
3.488151198303500422e+01,8.939333759205985075e+01,-1.914488740098226893e-01,-1.110907348247069937e-02,2.149768134126545799e-02,2.083612314383726516e-01,1.111134882193558151e+05,1.742443042438987177e+00,1.291767051886851592e+00,9.730052846401501254e-01,4.613123368277446623e+00,1.042446661291006116e+01
3.183460778720687756e+01,1.618160053487641505e+02,-9.259484949970275824e-01,-3.228368216348409536e-01,6.205976848478134134e-02,6.654723971815312833e-02,7.604901786083893967e+04,8.260715952540265139e-01,1.640970153089679195e+00,5.579049181847978156e-01,2.203032033015735469e-01,7.476860233270685718e+00
8.115899966082440642e+01,2.219548198906816197e+02,-5.686477558185494274e-01,6.324589180288293644e-01,6.851710974656725905e-02,1.869764206258913430e-01,8.249416647821196239e+04,1.178529256504816658e+00,6.072288004309236875e+00,5.250555968120770300e-01,4.384205054177035876e+00,8.026079441955062066e+00
4.100924074901444527e+01,1.536494886375734836e+02,-8.260422077928246676e-01,-8.554912632627522662e-01,2.191629229427184689e-02,1.106414051249271363e-01,2.071355753851749760e+05,1.171154563482669664e+00,5.452761647570055992e+00,8.063276980251458947e-02,5.026544484397470036e+00,1.818499997484163799e+01
1.246027318673786226e+02,3.715136430767902880e+02,-8.335320096713303428e-01,5.972441383766711187e-01,5.545390039624870787e-02,1.619029127177674943e-01,2.290580634030623187e+05,1.768429140470315186e+00,6.267953177696293565e+00,4.209825247968506101e-01,3.924732304523701615e-02,1.991873330544096987e+01
3.290726509643436515e+01,2.178678575554675660e+02,-6.977489385268510480e-01,-2.119393706776409037e-01,1.806971207731791415e-02,4.283818333950091539e-02,1.703503601702793967e+05,2.232622060687429855e+00,4.533296807328756728e+00,2.065265029855741563e+00,4.712118077305330388e+00,1.524944540281048688e+01
2.076919359439568424e+01,7.728675281555182153e+01,-5.508971717699517878e-01,1.007824367775445040e-01,1.579180069802369746e-01,1.119070951687016202e-01,9.026931394537618326e+04,8.256901083687234744e-01,4.998814977126103010e+00,8.542433397818119944e-01,2.769177461467048351e-01,8.683683908331481405e+00
1.270645132949462308e+01,3.975305781041663522e+01,4.961046477247890163e-01,-5.971149599010326936e-01,4.418320591255502777e-02,1.494248728793742542e-01,1.105385955261935596e+05,1.685354678650598403e+00,3.925425324199384836e+00,9.314399704536396873e-01,5.096599748136617869e+00,1.037683149513163094e+01
1.989013999847766812e+01,5.737310041676878569e+01,1.288431497830007100e-01,9.591886665443802862e-01,6.775942574278648323e-02,1.710865494165925982e-01,1.944345673407317372e+04,1.716227229969512935e+00,4.353244800535706283e+00,1.247019775846526013e+00,1.448327747896187789e+00,2.356679853717815742e+00
3.191353470052568753e+01,7.512057489769820506e+01,5.449763270898204670e-01,-6.728275745496494764e-01,3.657370231390966175e-02,2.400822263008633717e-01,9.418117921174836738e+03,6.920108619661148319e-01,3.003478089907314352e+00,1.847395083370864999e+00,2.755400444501967527e+00,1.303760116959602477e+00
5.848256530238815287e+01,1.365911414022542942e+02,-6.310955592563152194e-01,-7.439537245325722470e-01,1.209289382266772080e-02,2.432240227564557988e-01,1.733956144113569171e+05,8.135686700049838960e-01,1.599315179894335026e+00,1.856960130022426103e+00,2.899216567581949899e+00,1.549390811228964182e+01
1.961461499585229973e+01,4.938539964037983054e+01,-1.042091924295207583e-02,-2.043383294731870858e-01,1.757317805918242812e-02,2.146027876800256362e-01,1.027090976256266877e+05,1.157339724868548192e+00,3.303238153109484099e+00,1.589360971060208794e+00,5.858847971964976864e+00,9.726084124340419024e+00
1.333450418508722102e+01,4.940891014277487869e+01,-6.340219339165769075e-01,3.705254047156605335e-01,1.833282923975093626e-01,1.127074600555211525e-01,4.300694967455899314e+04,1.516768787646759042e+00,2.582281152311862726e+00,2.333367241715636808e+00,1.341708069798243086e+00,4.579594304355875778e+00
1.466091801918323334e+01,3.755460761340484765e+01,-5.959624521121096308e-01,-6.704167309214622561e-01,1.191585665147839104e-02,2.085274477247869018e-01,6.025128923132309865e+04,1.363314475156794714e+00,1.027790367843651520e+00,8.905023226139739956e-01,5.637006534189366036e+00,6.111624583912109721e+00
3.329311711228810111e+01,3.115306563555640196e+02,8.106592996741126544e-01,8.097481983459366983e-01,2.994644920051191261e-02,2.406704558715802578e-02,8.514465756633452838e+04,1.550352771262210494e+00,5.252653045507257090e+00,2.537941111844911113e+00,4.816837622110996975e+00,8.250828408260320046e+00
2.553048155868419045e+01,5.907916983226468943e+01,-3.185135302683399505e-01,5.760113092175682681e-01,1.959872695246972496e-02,2.470061145496790789e-01,9.570219122001781216e+03,1.818736276147227882e+00,3.711607759676449625e+00,2.367024279318866498e+00,3.593861433965220620e+00,1.320819544742806162e+00
3.394565282824751762e+01,2.393097341234950193e+02,3.226368638746850426e-01,6.215177485691347758e-01,2.000069881328104746e-02,3.858095749257946933e-02,1.661774387835108209e+05,1.298104535684072136e+00,4.698193432564826466e+00,2.215083607197044557e+00,1.750090703927944524e+00,1.491398487029480435e+01
1.108565726976848680e+02,3.439712587938629440e+02,4.610599467956819630e-01,-1.032854679529612296e-01,1.427470588396590953e-02,1.514951814873893299e-01,6.236178896944683220e+04,1.473325133735675641e+00,4.580112309474601018e-01,4.563070886164372619e-01,4.940984987218230984e+00,6.295807798240424802e+00
6.593645640392810314e+00,1.590457459069258128e+01,9.905645430721876643e-02,1.393053352027933123e-01,1.090066627540041549e-01,2.305008741640325320e-01,1.955405644016471633e+05,8.470534279386198184e-01,1.494202543315913401e+00,1.996384391833845751e+00,5.461595733598270108e+00,1.726355801814620605e+01
1.722562699108620876e+01,6.158380715347551160e+01,-3.223696578481077823e-01,-6.994275453054549230e-01,1.152565132162334041e-02,1.196320398847837557e-01,2.203715925531367247e+05,1.424005988594766015e+00,2.862668661123441982e+00,2.557785972093993276e+00,5.359370541376622832e+00,1.923300960842124852e+01
4.651358487256373309e+01,1.072620202205931434e+02,3.129310460188707843e-01,1.283683284203038788e-01,6.634218003233612049e-02,2.484408845809928934e-01,4.128109851498112221e+03,2.367047306482199964e+00,5.246735932363193022e+00,4.911907841727600754e-01,2.035003517044033483e+00,6.661929317394155170e-01
1.945051712051429504e+01,4.571029590963721034e+01,9.615740459319825906e-01,-9.509906746890071094e-01,5.051725495507293495e-02,2.407290668603773720e-01,1.724623832967704802e+05,7.443876607344710461e-01,2.583432038890975946e+00,2.405906135661833201e+00,1.858931417842200950e+00,1.541902183967386541e+01
3.225358972011348868e+01,8.398074130593012399e+01,3.922090347873561367e-01,-4.118290734533707198e-01,1.562087941838093130e-01,2.029226797721054021e-01,1.065844743268428138e+05,1.086860370166108813e+00,5.039995822944807635e+00,1.085742736423315868e+00,3.831633273273481688e+00,1.004866113373937253e+01
2.452252818406963186e+01,7.111057423997803539e+01,-5.632150632217387543e-01,6.876985292540391814e-01,5.533265691340279180e-02,1.695840857388719314e-01,4.832566057604875095e+04,1.583915879630410695e+00,3.706646072815388271e-01,2.255970645985811096e+00,5.351783693792434349e+00,5.057959114579717586e+00
7.588069199330340098e+01,3.851133299967685844e+02,-7.855739628535818309e-01,1.684169021527879284e-01,3.663244180266734401e-02,6.671721144687031702e-02,1.760156167856377142e+05,7.067731410607189790e-01,7.702065018289844245e-01,9.254778321706572664e-01,3.431485103695292249e+00,1.570400665908242566e+01
3.387190359917811122e+01,3.775889856636213722e+02,-3.097282385588661091e-01,-9.706775074422711036e-01,2.868763124533522946e-02,1.797630710137998120e-02,2.290414203995916978e+04,1.919029986861518378e+00,4.013065034294971412e+00,1.614233449025489264e+00,1.321666864415129039e+00,2.698541120742576904e+00
1.779378773615012577e+01,4.873504255708233757e+01,6.514328472464498976e-01,-6.618955033670711474e-01,1.158994039728685893e-01,1.865141390110146846e-01,2.516968440675993770e+04,1.936363410465847368e+00,5.505167303951708391e+00,1.390548609588673434e+00,2.859047848124124380e-01,2.918505515763514246e+00
4.190306112719781595e+01,2.409143651398299539e+02,-5.635002908543906841e-05,-1.833290180737384700e-01,5.146024676332009579e-02,5.419656432882399844e-02,7.117589618131357383e+03,1.384319309602981551e+00,3.236870832844818135e-01,2.836266998051888422e+00,2.321235647205375674e+00,1.038823130703327990e+00
1.565202314242106922e+02,3.617141759296032433e+02,4.703931643001681984e-01,5.294913580970597167e-01,3.251997326819315581e-02,2.475568339222419811e-01,2.189190639731555711e+05,2.252857590315062719e+00,2.255259020717881313e+00,1.232891901729193052e+00,3.938141514415115729e+00,1.911818969421010550e+01
1.885782854902765138e+01,4.493443025418971359e+01,-9.880939007110800532e-02,8.151800905621218174e-01,3.239798635481048322e-02,2.352451828864439987e-01,1.253875830910278310e+05,2.150942658890112824e+00,2.317078249588002237e+00,3.995411944020249573e-01,2.764869603705186751e+00,1.160135649882804820e+01
7.376276383345515342e+01,3.975227552217380662e+02,2.542974144367549094e-01,1.201009356882343226e-02,1.491791996747310681e-02,6.036594151977967004e-02,9.948968584176273725e+04,1.840458654247264292e+00,1.741306175584830696e+00,1.561214958317612478e+00,5.459634528867269410e+00,9.457361764011890770e+00
2.337390996976776947e+01,2.397921163513101135e+02,-2.865512572205418662e-01,-6.878417199513260361e-01,1.264314437309852490e-01,2.064559690527525970e-02,1.464207256173639908e+05,7.162929445282574248e-01,7.211602782640488263e-01,9.468336996418053042e-01,1.151022819920700213e+00,1.331769790157921918e+01
3.473891167572637073e+01,1.534209771723147355e+02,8.339371281917147272e-01,-8.321302797958392006e-01,2.687226960822253208e-02,8.411738695621824580e-02,1.560272439250436728e+05,2.339473760017343196e+00,4.915224904325584454e+00,2.092537489617273927e+00,7.462869814090923593e-02,1.409561119936162399e+01
6.423765535598974452e+01,1.575232912325430448e+02,1.734600958718930386e-01,-5.153888303730770337e-01,5.349046458632333856e-02,2.242546754482022675e-01,1.201202952476935752e+05,7.504209069165406198e-01,1.568497520784777555e+00,6.426378348323953382e-01,8.831218186142371085e-01,1.116832976101145114e+01
5.367407217880818848e+01,1.618730606208854397e+02,-9.354575935865538927e-02,2.616196293679620144e-01,8.319122235876304228e-02,1.588485589734209835e-01,1.689931097355794918e+05,2.389074513346371553e+00,3.574649645492840477e+00,7.446571118219327268e-01,5.344095022495524816e+00,1.514039695585222489e+01
5.828423326365341772e+00,1.340729317165115297e+01,-4.886602616164278934e-01,8.814277015356841716e-02,1.654678175338830104e-01,2.494690286495589715e-01,1.809934360603714304e+05,5.924683362481547588e-01,5.520437416288713761e-01,2.004346092131763957e+00,2.877072961320010336e+00,1.610261913183537885e+01
6.305544451845069176e+01,4.034315720641757252e+02,-3.853522568448440877e-01,-3.283000069855741554e-01,3.308139872862882191e-02,4.535110240865264375e-02,2.191352275714411808e+05,1.836501896317342120e-01,4.491646308576187074e-01,1.233956911560209813e+00,4.884275401966161390e+00,1.913527993464267141e+01
9.718265908227134986e+00,2.269469896772364592e+01,-6.935151008322115729e-02,-5.793508518320362732e-01,1.313186481762406987e-01,2.432804735270394092e-01,2.197677962473511288e+05,2.389204059140064285e+00,4.856267408986266076e+00,1.350700670335989173e+00,3.802922439045789194e+00,1.918528604325558007e+01
1.680946628528911901e+01,4.955981759880012305e+01,6.755640097563506696e-01,1.836511763262806962e-01,1.594410178966364222e-01,1.649581238567910946e-01,1.694305006356905506e+05,7.344960811305852877e-01,6.123506407080259173e+00,1.743240869825169348e+00,1.044114363281795965e+00,1.517554551133465424e+01
2.058579969126800080e+01,6.767937927701510148e+01,4.455182778514070741e-01,9.726720410046929555e-01,6.736626196297312852e-02,1.375684865566991211e-01,3.665490548772005423e+04,1.091698069491180201e+00,4.538880136376488572e+00,1.808736329218528338e+00,3.483090217351402895e+00,3.999618310304187130e+00
1.168815771895775413e+02,3.285816765246946147e+02,6.570695874338428055e-02,2.980158635706691150e-01,1.556979266028051152e-02,1.785820771896382830e-01,2.253766202288019704e+05,1.303907676905703639e+00,8.804842167491436222e-02,2.479388152409291557e+00,2.777468855888767241e+00,1.962830557794264053e+01
3.571840540224149407e+01,1.445900570571187131e+02,-1.913831403312359347e-01,-1.604979998060608315e-01,7.819866104291042785e-02,9.725741489079155200e-02,1.197806107714020472e+05,1.749408326129934022e+00,2.610247533609074910e+00,5.602971337194647683e-01,8.433188319561619739e-01,1.114035539537460551e+01
3.288293795567158639e+01,8.242827914242387521e+01,9.622823583645450096e-01,-9.671371335671583580e-01,1.076548983721989372e-02,2.161842081869769783e-01,7.296825730271619977e+04,7.778612593662493913e-01,1.839348369481926593e+00,2.098202467523142989e+00,5.159959442892923104e-02,7.212878597364031918e+00
5.314454205508485529e+01,1.894807415889519575e+02,3.070308083053536752e-01,4.014297328712479462e-02,1.700337613491273159e-01,1.201773589212001697e-01,1.235720853176304227e+05,7.872521882277649929e-01,2.431664771394923263e-01,1.449045384987235341e+00,5.215893272615243603e+00,1.145226125947326246e+01
